代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
10842, 0P0001L9BO, 华宝科技先锋混合C, 行业混合 - 科技、传媒及通讯,0,0,13.59
10099, 0P0001L9CS, 民生加银汇智3个月定期开放债券, 短债基金（封闭式）,0,0,0.05
10923, 0P0001L9CU, 永赢鑫欣混合, 沪港深保守混合型,0,0, None
10669, 0P0001L9CW, 工银瑞信优选对冲策略灵活配置混合C, 市场中性策略,0,0,-0.45
9838, 0P0001L9CY, 华夏磐锐一年定期开放混合C, 积极配置型（封闭式）,0,0,-0.16
10495, 0P0001L9D0, 创金合信创新驱动股票A, 行业股票 - 科技、传媒及通讯,0,0,3.03
10789, 0P0001L9ML, 汇添富恒生指数（QDII-LOF）C, 大中华区股票,0,0,7.64
10684, 0P0001L9PP, 中融景颐6个月持有期混合C, 沪港深保守混合型,0,0, None
10904, 0P0001L8VO, 博时双季鑫6个月持有期混合A, 沪港深保守混合型,0,0, None
10905, 0P0001L8VQ, 博时双季鑫6个月持有期混合C, 沪港深保守混合型,0,0, None
10702, 0P0001L8VS, 恒越内需驱动混合C, 沪港深积极配置型,0,0, None
10860, 0P0001L8VU, 富国中债0-2年国开行债券指数C, 短债基金,0,0,0.14
10841, 0P0001L9BN, 华宝红利精选混合C, 沪港深积极配置型,0,0,2.52
10405, 0P0001L9CR, 惠升医药健康6个月持有期混合, 行业混合 - 医药,0,0,3.75
10916, 0P0001L9CT, 交银施罗德臻选回报混合, 沪港深保守混合型,0,0,1.84
10668, 0P0001L9CV, 工银瑞信优选对冲策略灵活配置混合A, 市场中性策略,0,0,-0.41
9837, 0P0001L9CX, 华夏磐锐一年定期开放混合A, 积极配置型（封闭式）,0,0,-0.11
10761, 0P0001L9CZ, 华商甄选回报混合, 沪港深积极配置型,0,0, None
10496, 0P0001L9D1, 创金合信创新驱动股票C, 行业股票 - 科技、传媒及通讯,0,0,2.93
10683, 0P0001L9PO, 中融景颐6个月持有期混合A, 沪港深保守混合型,0,0, None
7315, 0P0001L9PQ, 汇安嘉盈一年持有期债券A, 积极债券型,0,0, None
10336, 0P0001L9PS, 中欧悦享生活混合A, 沪港深积极配置型,0,0,6.34
515710, 0P0001L9PU, 华宝中证细分食品饮料产业主题ETF, 行业股票 - 消费,0,0,6.96
8301, 0P0001L9PW, 人保量化锐进混合C, 积极配置型,0,0,2.32
10781, 0P0001L9PY, 兴业聚申一年持有期混合A, 保守混合型基金,0,0,1.25
8224, 0P0001L9Q0, 金元顺安泓丰纯债 87个月定期开放债券A, 纯债基金（封闭式）,0,0,0.36
10210, 0P0001L9W2, 国泰中证计算机主题ETF联接C, 行业股票 - 科技、传媒及通讯,0,0,1.59
10922, 0P0001LA19, 朱雀匠心一年持有期混合, 沪港深积极配置型,0,0,4.29
10994, 0P0001LABU, 博时创新经济混合A, 沪港深积极配置型,0,0, None
10973, 0P0001LAM4, 博时聚源纯债债券C, 纯债基金,0,0,-0.18
10139, 0P0001LANF, 宝盈盈沛纯债债券A, 纯债基金,0,0,-0.21
10219, 0P0001LANH, 汇添富稳健添益一年持有期混合, 沪港深保守混合型,0,0, None
513550, 0P0001LANJ, 华泰柏瑞中证港股通50ETF, 香港股票型基金,0,0,10.16
10270, 0P0001L9PR, 汇安嘉盈一年持有期债券C, 积极债券型,0,0, None
10337, 0P0001L9PT, 中欧悦享生活混合C, 沪港深积极配置型,0,0,6.26
8300, 0P0001L9PV, 人保量化锐进混合A, 积极配置型,0,0,2.38
10408, 0P0001L9PX, 安信浩盈6个月持有期混合, 沪港深保守混合型,0,0,-0.07
10782, 0P0001L9PZ, 兴业聚申一年持有期混合C, 保守混合型基金,0,0,1.19
8225, 0P0001L9Q1, 金元顺安泓丰纯债 87个月定期开放债券C, 纯债基金（封闭式）,0,0,0.34
10564, 0P0001LA18, 民生加银瑞利混合, 保守混合型基金,0,0, None
515170, 0P0001LA1A, 华夏中证细分食品饮料产业主题ETF, 行业股票 - 消费,0,0,6.57
10995, 0P0001LABV, 博时创新经济混合C, 沪港深积极配置型,0,0, None
10671, 0P0001LAM5, 景顺长城大中华混合(QDII)美元, 大中华区股债混合,0,0,18.38
10140, 0P0001LANG, 宝盈盈沛纯债债券C, 纯债基金,0,0,-0.24
10963, 0P0001LANI, 信达澳银周期动力混合, 沪港深积极配置型,0,0,2.26
11004, 0P0001LANK, 永赢鑫盛混合, 沪港深保守混合型,0,0, None
9935, 0P0001LANM, 银华长江经济带主题债券A, 纯债基金,0,0,0.05
10680, 0P0001LB5D, 华夏新兴成长股票A, 沪港深股票型基金,0,0, None
10719, 0P0001LB5F, 东吴瑞盈63个月定期开放债券, 纯债基金（封闭式）,0,0, None
11000, 0P0001LB5H, 兴华瑞丰混合C, 保守混合型基金,0,0,0.13
10553, 0P0001LB5J, 浙商智选领航三年持有期混合C, 沪港深积极配置型,0,0, None
163418, 0P0001LB5M, 兴全合兴两年封闭运作混合（LOF）A, 沪港深积极配置型（封闭式）,0,0, None
10933, 0P0001LC8M, 中银稳汇短债债券E, 短债基金,0,0,0.32
10661, 0P0001LC8O, 安信稳健聚申一年持有期混合C, 沪港深保守混合型,0,0,0.41
10855, 0P0001LC8S, 汇添富沪深300基本面增强指数C, 普通股票型,0,0, None
10845, 0P0001LC8U, 泰达宏利波控回报12个月持有期混合, 沪港深保守混合型,0,0, None
10849, 0P0001LCCA, 易方达竞争优势企业混合C, 沪港深积极配置型,0,0, None
10812, 0P0001LCEM, 中银战略新兴产业股票C, 普通股票型,0,0,21.25
10730, 0P0001LANL, 银华心佳两年持有期混合, 沪港深积极配置型,0,0, None
9936, 0P0001LANN, 银华长江经济带主题债券C, 纯债基金,0,0,0.02
10681, 0P0001LB5E, 华夏新兴成长股票C, 沪港深股票型基金,0,0, None
10999, 0P0001LB5G, 兴华瑞丰混合A, 保守混合型基金,0,0,0.18
10552, 0P0001LB5I, 浙商智选领航三年持有期混合A, 沪港深积极配置型,0,0, None
10986, 0P0001LB5L, 银华信用季季红债券C, 普通债券型基金,0,0,0.09
10670, 0P0001LB5N, 兴全合兴两年封闭运作混合（LOF）C, 沪港深积极配置型（封闭式）,0,0, None
10991, 0P0001LC8N, 长盛同鑫行业配置混合C, 积极配置型,0,0,6.2
10854, 0P0001LC8R, 汇添富沪深300基本面增强指数A, 普通股票型,0,0, None
11006, 0P0001LC8T, 工银瑞信圆丰三年持有期混合, 沪港深积极配置型,0,0, None
10198, 0P0001LCC9, 易方达竞争优势企业混合A, 沪港深积极配置型,0,0, None
10871, 0P0001LCEL, 中银信用增利债券 (LOF)C, 普通债券型基金,0,0,-0.48
10413, 0P0001LCI0, 财通资管宸瑞一年持有期混合A, 积极配置型,0,0, None
10662, 0P0001LCI2, 富国均衡优选混合, 沪港深积极配置型,0,0, None
10380, 0P0001LCI4, 广发均衡优选混合C, 沪港深灵活配置型,0,0, None
10533, 0P0001LCI6, 广发恒信一年持有期混合C, 沪港深保守混合型,0,0, None
10887, 0P0001LCI8, 南方消费升级混合A, 沪港深积极配置型,0,0, None
10900, 0P0001LCIA, 中欧生益稳健一年持有期混合A, 沪港深保守混合型,0,0, None
10983, 0P0001LCID, 兴银汇泽87个月定期开放债券, 纯债基金（封闭式）,0,0,0.3
10873, 0P0001LCIF, 博时沪深300指数增强C, 普通股票型,0,0,9
10391, 0P0001LCTI, 易方达战略新兴产业股票A, 沪港深股票型基金,0,0, None
10108, 0P0001LCTK, 景顺长城核心招景混合, 沪港深积极配置型,0,0, None
10874, 0P0001LCTM, 泰康品质生活混合A, 沪港深积极配置型,0,0,7.36
10667, 0P0001LCX6, 安信价值回报三年持有期混合C, 沪港深积极配置型,0,0,13.37
11056, 0P0001LD48, 博时汇兴回报一年持有期灵活配置混合, 沪港深灵活配置型,0,0, None
10414, 0P0001LCI1, 财通资管宸瑞一年持有期混合C, 积极配置型,0,0, None
10379, 0P0001LCI3, 广发均衡优选混合A, 沪港深灵活配置型,0,0, None
10532, 0P0001LCI5, 广发恒信一年持有期混合A, 沪港深保守混合型,0,0, None
11017, 0P0001LCI7, 鹏扬景明一年持有期混合, 沪港深保守混合型,0,0, None
10888, 0P0001LCI9, 南方消费升级混合C, 沪港深积极配置型,0,0, None
10901, 0P0001LCIB, 中欧生益稳健一年持有期混合C, 沪港深保守混合型,0,0, None
10872, 0P0001LCIE, 博时沪深300指数增强A, 普通股票型,0,0,9.04
159837, 0P0001LCTH, 易方达中证生物科技主题ETF, 行业股票 - 医药,0,0, None
10392, 0P0001LCTJ, 易方达战略新兴产业股票C, 沪港深股票型基金,0,0, None
10899, 0P0001LCTL, 上银慧恒收益增强债券, 积极债券型,0,0, None
10875, 0P0001LCTN, 泰康品质生活混合C, 沪港深积极配置型,0,0,7.3
10964, 0P0001LCX7, 鹏华可转债债券C, 可转债基金,0,0,6.55
10657, 0P0001LD49, 海富通欣睿混合A, 沪港深保守混合型,0,0, None
10513, 0P0001LD4B, 淳厚益加增强债券A, 积极债券型,0,0,-0.14
10779, 0P0001LD4D, 西部利得量化优选一年持有期混合A, 积极配置型,0,0, None
8522, 0P0001LD4F, 富荣富合一年定期开放纯债债券, 短债基金（封闭式）,0,0,0.18
10883, 0P0001LDG2, 信诚智惠金货币C, 货币市场基金,0,0,0.26
10689, 0P0001LDH9, 招商瑞德一年持有期混合C, 沪港深保守混合型,0,0, None
9943, 0P0001LDHB, 浦银安盛稳健丰利债券A, 积极债券型,0,0, None
10417, 0P0001LDHD, 招商盛洋3个月定期开放混合, 积极配置型（封闭式）,0,0, None
11025, 0P0001LDHF, 九泰久元量化股票A, 普通股票型,0,0, None
10976, 0P0001LDHH, 华商鸿盈87个月定期开放债券, 纯债基金（封闭式）,0,0, None
10596, 0P0001LDHJ, 广发成长精选混合C, 沪港深积极配置型,0,0, None
10378, 0P0001LDHL, 广发价值核心混合C, 沪港深积极配置型,0,0, None
10472, 0P0001LDHN, 易方达年年恒实纯债一年定期开放债券C, 纯债基金（封闭式）,0,0, None
10658, 0P0001LD4A, 海富通欣睿混合C, 沪港深保守混合型,0,0, None
10514, 0P0001LD4C, 淳厚益加增强债券C, 积极债券型,0,0,-0.19
10780, 0P0001LD4E, 西部利得量化优选一年持有期混合C, 积极配置型,0,0, None
11057, 0P0001LDG1, 汇添富丰利短债债券C, 短债基金,0,0,0.37
10688, 0P0001LDH8, 招商瑞德一年持有期混合A, 沪港深保守混合型,0,0, None
10483, 0P0001LDHA, 交银施罗德启道混合, 沪港深积极配置型,0,0, None
9944, 0P0001LDHC, 浦银安盛稳健丰利债券C, 积极债券型,0,0, None
7849, 0P0001LDHE, 九泰盈丰量化多策略灵活配置混合, 灵活配置型基金,0,0, None
11026, 0P0001LDHG, 九泰久元量化股票C, 普通股票型,0,0, None
10595, 0P0001LDHI, 广发成长精选混合A, 沪港深积极配置型,0,0, None
10377, 0P0001LDHK, 广发价值核心混合A, 沪港深积极配置型,0,0, None
10471, 0P0001LDHM, 易方达年年恒实纯债一年定期开放债券A, 纯债基金（封闭式）,0,0, None
10797, 0P0001LDHO, 长城优选回报六个月持有期混合A, 沪港深保守混合型,0,0, None
9831, 0P0001LDHQ, 长城稳利纯债债券A, 纯债基金,0,0, None
11080, 0P0001LDHS, 鹏华尊和一年定期开放债券, 短债基金（封闭式）,0,0,-0.02
11024, 0P0001LDP6, 东兴兴利债券D, 积极债券型,0,0,0.34
10989, 0P0001LDP8, 南方中证全指房地产ETF联接E, 行业股票 - 金融地产,0,0,-6.57
11044, 0P0001LDPM, 中银顺泽回报一年持有期混合A, 沪港深保守混合型,0,0, None
10703, 0P0001LDPO, 财通智选消费股票A, 行业股票 - 消费,0,0, None
10610, 0P0001LDPQ, 上投摩根远见两年持有期混合, 沪港深积极配置型,0,0, None
10400, 0P0001LDPS, 富国融泰三个月定期开放混合, 积极配置型（封闭式）,0,0, None
10473, 0P0001LDPU, 华富安华债券A, 积极债券型,0,0, None
10764, 0P0001LDPW, 九泰锐升18个月封闭运作混合, 积极配置型（封闭式）,0,0, None
10717, 0P0001LDPY, 前海开源优质企业6个月持有期混合A, 沪港深积极配置型,0,0, None
10357, 0P0001LDQ2, 南方阿尔法混合A, 沪港深积极配置型,0,0, None
10798, 0P0001LDHP, 长城优选回报六个月持有期混合C, 沪港深保守混合型,0,0, None
9832, 0P0001LDHR, 长城稳利纯债债券C, 纯债基金,0,0, None
11020, 0P0001LDP5, 财通资管消费精选灵活配置混合C, 灵活配置型基金,0,0,8.43
11005, 0P0001LDP7, 国投瑞银顺业纯债债券C, 纯债基金,0,0,0.55
10990, 0P0001LDP9, 南方中证申万有色金属ETF联接E, 普通股票型,0,0,10.56
11045, 0P0001LDPN, 中银顺泽回报一年持有期混合C, 沪港深保守混合型,0,0, None
10704, 0P0001LDPP, 财通智选消费股票C, 行业股票 - 消费,0,0, None
10166, 0P0001LDPR, 招商兴和优选1年持有期混合, 沪港深积极配置型,0,0, None
10628, 0P0001LDPT, 广发瑞轩三个月定期开放混合, 积极配置型（封闭式）,0,0, None
10474, 0P0001LDPV, 华富安华债券C, 积极债券型,0,0, None
10560, 0P0001LDPX, 永赢稳健增利18个月持有期混合, 保守混合型基金,0,0, None
10718, 0P0001LDPZ, 前海开源优质企业6个月持有期混合C, 沪港深积极配置型,0,0, None
10358, 0P0001LDQ3, 南方阿尔法混合C, 沪港深积极配置型,0,0, None
11068, 0P0001LE6Z, 华宝资源优选混合C, 积极配置型,0,0,10.83
11084, 0P0001LE91, 财通资管新添益6个月持有期混合A, 保守混合型基金,0,0,-0.46
11040, 0P0001LE93, 天弘国证生物医药指数A, 行业股票 - 医药,0,0, None
516660, 0P0001LE95, 华安中证新能源汽车ETF, 普通股票型,0,0, None
10956, 0P0001LE97, 天弘中证智能汽车主题指数C, 行业股票 - 科技、传媒及通讯,0,0, None
10713, 0P0001LE99, 中欧瑾利混合C, 沪港深保守混合型,0,0,1.74
515910, 0P0001LE9B, 中金MSCI中国A股国际质量ETF, 普通股票型,0,0, None
10178, 0P0001LE9D, 大成企业能力驱动混合A, 沪港深积极配置型,0,0, None
11073, 0P0001LE9F, 鹏华安润混合A, 沪港深保守混合型,0,0,1.8
11099, 0P0001LEK5, 富国价值创造混合A, 沪港深积极配置型,0,0, None
11083, 0P0001LEK7, 银河聚利87个月定期开放债券, 纯债基金（封闭式）,0,0,0.35
10616, 0P0001LEK9, 国金自主创新混合C, 沪港深积极配置型,0,0, None
11061, 0P0001LE6Y, 广发安悦回报灵活配置混合C, 灵活配置型基金,0,0,1.69
10700, 0P0001LE90, 东方红锦丰优选两年定期开放混合, 沪港深保守混合型（封闭式）,0,0, None
11085, 0P0001LE92, 财通资管新添益6个月持有期混合C, 保守混合型基金,0,0,-0.35
11041, 0P0001LE94, 天弘国证生物医药指数C, 行业股票 - 医药,0,0, None
10955, 0P0001LE96, 天弘中证智能汽车主题指数A, 行业股票 - 科技、传媒及通讯,0,0, None
10712, 0P0001LE98, 中欧瑾利混合A, 沪港深保守混合型,0,0,1.75
516880, 0P0001LE9A, 银华中证光伏产业ETF, 普通股票型,0,0, None
10347, 0P0001LE9C, 农银汇理策略收益一年持有期混合, 积极配置型,0,0, None
10179, 0P0001LE9E, 大成企业能力驱动混合C, 沪港深积极配置型,0,0, None
11074, 0P0001LE9G, 鹏华安润混合C, 沪港深保守混合型,0,0,1.76
11100, 0P0001LEK6, 富国价值创造混合C, 沪港深积极配置型,0,0, None
10615, 0P0001LEK8, 国金自主创新混合A, 沪港深积极配置型,0,0, None
10790, 0P0001LEKA, 海富通均衡甄选混合A, 沪港深积极配置型,0,0, None
10619, 0P0001LEKC, 华安添利6个月持有期债券A, 积极债券型,0,0, None
10992, 0P0001LEKE, 西藏东财中证500指数A, 普通股票型,0,0, None
10383, 0P0001LERX, 宝盈基础产业混合A, 沪港深积极配置型,0,0, None
11095, 0P0001LERZ, 博时恒泽混合A, 沪港深保守混合型,0,0, None
11023, 0P0001LES1, 民生加银汇利混合, 保守混合型基金,0,0, None
10902, 0P0001LF6V, 博时成长领航灵活配置混合A, 沪港深灵活配置型,0,0, None
10191, 0P0001LF6X, 华夏鼎信债券A, 纯债基金,0,0, None
10966, 0P0001LF6Z, 富国成长领航混合, 沪港深积极配置型,0,0, None
10120, 0P0001LF71, 九泰久福量化股票A, 普通股票型,0,0, None
10803, 0P0001LF73, 天弘庆享债券A, 积极债券型,0,0,-0.02
11146, 0P0001LF75, 创金合信气候变化责任投资股票A, 沪港深股票型基金,0,0,14.23
11149, 0P0001LF77, 创金合信ESG责任投资股票A, 沪港深股票型基金,0,0,13.74
10791, 0P0001LEKB, 海富通均衡甄选混合C, 沪港深积极配置型,0,0, None
10620, 0P0001LEKD, 华安添利6个月持有期债券C, 积极债券型,0,0, None
10993, 0P0001LEKF, 西藏东财中证500指数C, 普通股票型,0,0, None
10384, 0P0001LERY, 宝盈基础产业混合C, 沪港深积极配置型,0,0, None
11096, 0P0001LES0, 博时恒泽混合C, 沪港深保守混合型,0,0, None
11060, 0P0001LF3Z, 西部利得策略优选混合C, 积极配置型,0,0,1.69
10903, 0P0001LF6W, 博时成长领航灵活配置混合C, 沪港深灵活配置型,0,0, None
10192, 0P0001LF6Y, 华夏鼎信债券C, 纯债基金,0,0, None
10277, 0P0001LF70, 嘉实民安添岁稳健养老目标一年持有期混合（FOF）, 目标日期,0,0, None
10121, 0P0001LF72, 九泰久福量化股票C, 普通股票型,0,0, None
10804, 0P0001LF74, 天弘庆享债券C, 积极债券型,0,0,-0.03
11147, 0P0001LF76, 创金合信气候变化责任投资股票C, 沪港深股票型基金,0,0,14.19
11150, 0P0001LF78, 创金合信ESG责任投资股票C, 沪港深股票型基金,0,0,13.68
11143, 0P0001LF7A, 创金合信新材料新能源股票C, 普通股票型,0,0,19.87
10426, 0P0001LF7C, 国投瑞银开放视角精选混合C, 沪港深积极配置型,0,0, None
10936, 0P0001LFEC, 交银施罗德均衡成长一年持有期混合A, 沪港深积极配置型,0,0, None
10280, 0P0001LFEE, 财通丰颐12个月定期开放混合, 灵活配置型基金（封闭式）,0,0, None
11021, 0P0001LFEG, 汇添富互联网核心资产六个月持有期混合A, 沪港深灵活配置型,0,0, None
10475, 0P0001LFEI, 上投摩根安享回报一年持有期债券, 积极债券型,0,0, None
10710, 0P0001LFEK, 安信医药健康主题股票C, 行业股票 - 医药,0,0, None
10898, 0P0001LFEM, 银河产业动力混合, 沪港深积极配置型,0,0, None
11130, 0P0001LFEO, 广发兴诚混合C, 沪港深积极配置型,0,0, None
11156, 0P0001LFEQ, 金鹰责任投资混合C, 沪港深积极配置型,0,0, None
10042, 0P0001LFES, 嘉实港股优势混合C, 沪港深积极配置型,0,0, None
10609, 0P0001LFEU, 华泰柏瑞质量领先混合C, 沪港深积极配置型,0,0, None
11142, 0P0001LF79, 创金合信新材料新能源股票A, 普通股票型,0,0,19.95
10425, 0P0001LF7B, 国投瑞银开放视角精选混合A, 沪港深积极配置型,0,0, None
10816, 0P0001LF7D, 银华远兴一年持有期债券, 积极债券型,0,0, None
10937, 0P0001LFED, 交银施罗德均衡成长一年持有期混合C, 沪港深积极配置型,0,0, None
159839, 0P0001LFEF, 汇添富国证生物医药ETF, 行业股票 - 医药,0,0, None
11022, 0P0001LFEH, 汇添富互联网核心资产六个月持有期混合C, 沪港深灵活配置型,0,0, None
10709, 0P0001LFEJ, 安信医药健康主题股票A, 行业股票 - 医药,0,0, None
11029, 0P0001LFEL, 安信永盈一年定期开放债券, 纯债基金（封闭式）,0,0, None
11121, 0P0001LFEN, 广发兴诚混合A, 沪港深积极配置型,0,0, None
11155, 0P0001LFEP, 金鹰责任投资混合A, 沪港深积极配置型,0,0, None
10041, 0P0001LFER, 嘉实港股优势混合A, 沪港深积极配置型,0,0, None
10608, 0P0001LFET, 华泰柏瑞质量领先混合A, 沪港深积极配置型,0,0, None
516050, 0P0001LFEV, 工银瑞信中证科技龙头ETF, 行业股票 - 科技、传媒及通讯,0,0, None
10825, 0P0001LFEX, 天弘创新成长混合C, 沪港深积极配置型,0,0, None
10840, 0P0001LFEZ, 易方达瑞安灵活配置混合C, 沪港深灵活配置型,0,0, None
11120, 0P0001LFHK, 富国创新科技混合C, 行业混合 - 科技、传媒及通讯,0,0,10.55
11151, 0P0001LFHM, 富国医疗保健行业混合C, 行业混合 - 医药,0,0,21.02
11059, 0P0001LFI3, 景顺长城成长龙头一年持有期混合C, 沪港深积极配置型,0,0, None
11114, 0P0001LFL9, 富国沪港深行业精选灵活配置混合C, 沪港深积极配置型,0,0,15.42
11124, 0P0001LFLB, 富国金融地产行业混合C, 沪港深积极配置型,0,0,5.27
10892, 0P0001LFMX, 中银证券精选行业股票A, 普通股票型,0,0, None
8659, 0P0001LFMZ, 中邮淳享66个月定期开放债券, 纯债基金（封闭式）,0,0, None
10708, 0P0001LFN1, 安信平稳合盈一年持有期混合C, 沪港深保守混合型,0,0, None
9981, 0P0001LFN3, 万家创业板指数增强A, 普通股票型,0,0, None
11174, 0P0001LFN5, 中庚价值品质一年持有期混合, 沪港深积极配置型,0,0, None
10824, 0P0001LFEW, 天弘创新成长混合A, 沪港深积极配置型,0,0, None
10839, 0P0001LFEY, 易方达瑞安灵活配置混合A, 沪港深灵活配置型,0,0, None
11113, 0P0001LFHJ, 富国军工主题混合C, 沪港深积极配置型,0,0,0.31
11125, 0P0001LFHL, 富国文体健康股票C, 普通股票型,0,0,15.53
11058, 0P0001LFI2, 景顺长城成长龙头一年持有期混合A, 沪港深积极配置型,0,0, None
11131, 0P0001LFL8, 富国沪港深价值精选灵活配置混合C, 沪港深积极配置型,0,0,15.14
11117, 0P0001LFLA, 富国沪港深业绩驱动混合C, 沪港深积极配置型,0,0,18.05
11126, 0P0001LFLC, 富国互联科技股票C, 沪港深股票型基金,0,0,10.9
10893, 0P0001LFMY, 中银证券精选行业股票C, 普通股票型,0,0, None
10707, 0P0001LFN0, 安信平稳合盈一年持有期混合A, 沪港深保守混合型,0,0, None
10289, 0P0001LFN2, 景顺长城产业趋势混合, 沪港深积极配置型,0,0, None
9982, 0P0001LFN4, 万家创业板指数增强C, 普通股票型,0,0, None
11066, 0P0001LFNP, 大成高新技术产业股票C, 沪港深股票型基金,0,0,7.82
11177, 0P0001LFTB, 博时汇融回报一年持有期混合A, 沪港深积极配置型,0,0, None
10480, 0P0001LFTD, 汇添富稳进双盈一年持有期混合, 沪港深保守混合型,0,0, None
10830, 0P0001LFTF, 国泰通利9个月持有期混合A, 沪港深保守混合型,0,0, None
516800, 0P0001LFTH, 华宝中证智能制造主题ETF, 行业股票 - 科技、传媒及通讯,0,0, None
11098, 0P0001LFTJ, 达诚宜创精选混合C, 沪港深积极配置型,0,0, None
11414, 0P0001LFUZ, 鹏华宁华一年持有期混合A, 沪港深保守混合型,0,0, None
513330, 0P0001LG2V, 华夏恒生互联网科技业ETF（QDII）, 大中华区股票,0,0, None
11078, 0P0001LG2X, 诺德品质消费6个月持有期混合, 行业混合 - 消费,0,0, None
10588, 0P0001LG2Z, 鹏扬先进制造混合C, 沪港深积极配置型,0,0, None
11176, 0P0001LG31, 平安恒鑫混合C, 沪港深保守混合型,0,0, None
11207, 0P0001LG33, 创金合信竞争优势混合C, 积极配置型,0,0, None
11082, 0P0001LG75, 国投瑞银医疗保健混合C, 行业混合 - 医药,0,0,7.43
11067, 0P0001LFNQ, 财通资管鸿达纯债债券I, 纯债基金,0,0,0.1
11178, 0P0001LFTC, 博时汇融回报一年持有期混合C, 沪港深积极配置型,0,0, None
159843, 0P0001LFTE, 招商国证食品饮料行业ETF, 行业股票 - 消费,0,0, None
10831, 0P0001LFTG, 国泰通利9个月持有期混合C, 沪港深保守混合型,0,0, None
11097, 0P0001LFTI, 达诚宜创精选混合A, 沪港深积极配置型,0,0, None
10350, 0P0001LFUY, 景顺长城品质长青混合, 沪港深积极配置型,0,0, None
11415, 0P0001LFV0, 鹏华宁华一年持有期混合C, 沪港深保守混合型,0,0, None
11088, 0P0001LG2W, 景顺长城景泰恒利一年定期开放纯债债券, 纯债基金（封闭式）,0,0, None
10587, 0P0001LG2Y, 鹏扬先进制造混合A, 沪港深积极配置型,0,0, None
11175, 0P0001LG30, 平安恒鑫混合A, 沪港深保守混合型,0,0, None
11206, 0P0001LG32, 创金合信竞争优势混合A, 积极配置型,0,0, None
10233, 0P0001LG3N, 农银汇理金润一年定期开放债券, 纯债基金（封闭式）,0,0, None
11081, 0P0001LG76, 国投瑞银港股通混合C, 沪港深灵活配置型,0,0,8.46
10885, 0P0001LGA9, 长盛优势企业精选混合A, 积极配置型,0,0, None
10622, 0P0001LGAB, 恒越成长精选混合A, 沪港深积极配置型,0,0, None
11102, 0P0001LGAD, 天弘中证光伏产业指数A, 普通股票型,0,0, None
11162, 0P0001LGJV, 博时港股通领先趋势混合A, 沪港深积极配置型,0,0, None
10801, 0P0001LGJX, 长江量化消费精选股票A, 行业股票 - 消费,0,0, None
10534, 0P0001LGJZ, 广发均衡增长混合A, 保守混合型基金,0,0, None
10262, 0P0001LGK1, 海富通中债1-3年农发行债券指数A, 短债基金,0,0, None
10953, 0P0001LGK3, 天弘国证A50指数A, 普通股票型,0,0, None
11062, 0P0001LGTQ, 广发中债7-10年期国开行债券指数E, 纯债基金,0,0, None
10765, 0P0001LGTT, 国寿安保华丰混合A, 沪港深积极配置型,0,0, None
11027, 0P0001LGTV, 国寿安保稳弘混合A, 沪港深保守混合型,0,0, None
10828, 0P0001LGTX, 国寿安保稳悦混合A, 沪港深保守混合型,0,0, None
10524, 0P0001LG77, 银华中证5G通信主题ETF联接C, 行业股票 - 科技、传媒及通讯,0,0, None
10886, 0P0001LGAA, 长盛优势企业精选混合C, 积极配置型,0,0, None
10623, 0P0001LGAC, 恒越成长精选混合C, 沪港深积极配置型,0,0, None
11103, 0P0001LGAE, 天弘中证光伏产业指数C, 普通股票型,0,0, None
11163, 0P0001LGJW, 博时港股通领先趋势混合C, 沪港深积极配置型,0,0, None
10802, 0P0001LGJY, 长江量化消费精选股票C, 行业股票 - 消费,0,0, None
10535, 0P0001LGK0, 广发均衡增长混合C, 保守混合型基金,0,0, None
10263, 0P0001LGK2, 海富通中债1-3年农发行债券指数C, 短债基金,0,0, None
10954, 0P0001LGK4, 天弘国证A50指数C, 普通股票型,0,0, None
11172, 0P0001LGTR, 广发利鑫灵活配置混合C, 灵活配置型基金,0,0, None
10766, 0P0001LGTU, 国寿安保华丰混合C, 沪港深积极配置型,0,0, None
11028, 0P0001LGTW, 国寿安保稳弘混合C, 沪港深保守混合型,0,0, None
10829, 0P0001LGTY, 国寿安保稳悦混合C, 沪港深保守混合型,0,0, None
11259, 0P0001LGU0, 汇添富高质量成长30一年持有期混合C, 沪港深积极配置型,0,0, None
10334, 0P0001LGU2, 华夏核心资产混合C, 沪港深积极配置型,0,0, None
11076, 0P0001LGU4, 大成恒享春晓一年定期开放混合C, 沪港深保守混合型（封闭式）,0,0, None
11157, 0P0001LGU6, 弘毅远方港股通智选领航混合A, 沪港深积极配置型,0,0, None
10561, 0P0001LGU8, 银华巨潮小盘价值ETF联接, 普通股票型,0,0, None
10967, 0P0001LH78, 博道嘉丰混合A, 沪港深积极配置型,0,0, None
9236, 0P0001LH7A, 中信建投稳泰一年定期开放债券, 短债基金（封闭式）,0,0, None
11188, 0P0001LH7C, 信达澳银星奕混合A, 沪港深积极配置型,0,0, None
10440, 0P0001LH7E, 诺德安鸿纯债债券, 纯债基金,0,0, None
9948, 0P0001LH7G, 中融安泰一年持有期纯债债券A, 普通债券型基金,0,0, None
10196, 0P0001LHBE, 易方达核心优势股票A, 沪港深股票型基金,0,0, None
11183, 0P0001LHGF, 广发内需增长混合C, 积极配置型,0,0, None
10599, 0P0001LGTZ, 汇添富高质量成长30一年持有期混合A, 沪港深积极配置型,0,0, None
